product_cd	category_major_cd	category_medium_cd	category_small_cd	unit_price	unit_cost	category_major_name	category_medium_name	category_small_name
60403	Bread / dairy products	Dairy products	cheese	P060403003	6	604	128.0	95.0
60403	Bread / dairy products	Dairy products	cheese	P060403004	6	604	168.0	119.0
60403	Bread / dairy products	Dairy products	cheese	P060403005	6	604	168.0	128.0
60403	Bread / dairy products	Dairy products	cheese	P060403006	6	604	178.0	134.0
60403	Bread / dairy products	Dairy products	cheese	P060403007	6	604	178.0	128.0
60403	Bread / dairy products	Dairy products	cheese	P060403008	6	604	188.0	145.0
60403	Bread / dairy products	Dairy products	cheese	P060403009	6	604	188.0	143.0
60403	Bread / dairy products	Dairy products	cheese	P060403010	6	604	218.0	160.0
60403	Bread / dairy products	Dairy products	cheese	P060403011	6	604	228.0	179.0
60403	Bread / dairy products	Dairy products	cheese	P060403012	6	604	228.0	164.0
60403	Bread / dairy products	Dairy products	cheese	P060403013	6	604	248.0	179.0
60403	Bread / dairy products	Dairy products	cheese	P060403014	6	604	248.0	185.0
60403	Bread / dairy products	Dairy products	cheese	P060403015	6	604	248.0	187.0
60403	Bread / dairy products	Dairy products	cheese	P060403016	6	604	248.0	188.0
60403	Bread / dairy products	Dairy products	cheese	P060403017	6	604	248.0	175.0
60403	Bread / dairy products	Dairy products	cheese	P060403018	6	604	288.0	217.0
60403	Bread / dairy products	Dairy products	cheese	P060403019	6	604	295.0	211.0
60403	Bread / dairy products	Dairy products	cheese	P060403020	6	604	298.0	238.0
60403	Bread / dairy products	Dairy products	cheese	P060403021	6	604	298.0	235.0
60403	Bread / dairy products	Dairy products	cheese	P060403022	6	604	298.0	233.0
60403	Bread / dairy products	Dairy products	cheese	P060403023	6	604	298.0	233.0
60403	Bread / dairy products	Dairy products	cheese	P060403024	6	604	298.0	223.0
60403	Bread / dairy products	Dairy products	cheese	P060403025	6	604	318.0	237.0
60403	Bread / dairy products	Dairy products	cheese	P060403026	6	604	328.0	245.0
60403	Bread / dairy products	Dairy products	cheese	P060403027	6	604	338.0	249.0
60403	Bread / dairy products	Dairy products	cheese	P060403028	6	604	358.0	268.0
60403	Bread / dairy products	Dairy products	cheese	P060403029	6	604	358.0	283.0
60403	Bread / dairy products	Dairy products	cheese	P060403030	6	604	368.0	292.0
60501	Bread / dairy products	Chilled food	Chilled semi-product	P060501001	6	605	70.0	51.0
60501	Bread / dairy products	Chilled food	Chilled semi-product	P060501002	6	605	148.0	107.0
60501	Bread / dairy products	Chilled food	Chilled semi-product	P060501003	6	605	198.0	141.0
60501	Bread / dairy products	Chilled food	Chilled semi-product	P060501004	6	605	198.0	139.0
60501	Bread / dairy products	Chilled food	Chilled semi-product	P060501005	6	605	208.0	161.0
60501	Bread / dairy products	Chilled food	Chilled semi-product	P060501006	6	605	218.0	173.0
60501	Bread / dairy products	Chilled food	Chilled semi-product	P060501007	6	605	218.0	171.0
60501	Bread / dairy products	Chilled food	Chilled semi-product	P060501008	6	605	218.0	174.0
60501	Bread / dairy products	Chilled food	Chilled semi-product	P060501009	6	605	228.0	178.0
60501	Bread / dairy products	Chilled food	Chilled semi-product	P060501010	6	605	228.0	178.0
60501	Bread / dairy products	Chilled food	Chilled semi-product	P060501011	6	605	238.0	186.0
60501	Bread / dairy products	Chilled food	Chilled semi-product	P060501012	6	605	298.0	221.0
60501	Bread / dairy products	Chilled food	Chilled semi-product	P060501013	6	605	358.0	252.0
60501	Bread / dairy products	Chilled food	Chilled semi-product	P060501014	6	605	398.0	300.0
60501	Bread / dairy products	Chilled food	Chilled semi-product	P060501015	6	605	398.0	299.0
60501	Bread / dairy products	Chilled food	Chilled semi-product	P060501016	6	605	398.0	280.0
60501	Bread / dairy products	Chilled food	Chilled semi-product	P060501017	6	605	428.0	339.0
60502	Bread / dairy products	Chilled food	Chilled seasoning	P060502001	6	605	100.0	79.0
60502	Bread / dairy products	Chilled food	Chilled seasoning	P060502002	6	605	225.0	171.0
60502	Bread / dairy products	Chilled food	Chilled seasoning	P060502003	6	605	225.0	159.0
60503	Bread / dairy products	Chilled food	Chilled dessert	P060503001	6	605	78.0	55.0
60503	Bread / dairy products	Chilled food	Chilled dessert	P060503002	6	605	78.0	56.0
60503	Bread / dairy products	Chilled food	Chilled dessert	P060503003	6	605	78.0	62.0
60503	Bread / dairy products	Chilled food	Chilled dessert	P060503004	6	605	198.0	150.0
60503	Bread / dairy products	Chilled food	Chilled dessert	P060503005	6	605	198.0	148.0
60601	Bread / dairy products	milk beverage	milk beverage	P060601001	6	606	78.0	58.0
60601	Bread / dairy products	milk beverage	milk beverage	P060601002	6	606	78.0	55.0
60601	Bread / dairy products	milk beverage	milk beverage	P060601003	6	606	78.0	59.0
60601	Bread / dairy products	milk beverage	milk beverage	P060601004	6	606	78.0	58.0
60601	Bread / dairy products	milk beverage	milk beverage	P060601005	6	606	80.0	61.0
60601	Bread / dairy products	milk beverage	milk beverage	P060601006	6	606	93.0	72.0
60601	Bread / dairy products	milk beverage	milk beverage	P060601007	6	606	98.0	77.0
60601	Bread / dairy products	milk beverage	milk beverage	P060601008	6	606	98.0	76.0
60601	Bread / dairy products	milk beverage	milk beverage	P060601009	6	606	98.0	71.0
60601	Bread / dairy products	milk beverage	milk beverage	P060601010	6	606	98.0	75.0
60601	Bread / dairy products	milk beverage	milk beverage	P060601011	6	606	98.0	78.0
60601	Bread / dairy products	milk beverage	milk beverage	P060601012	6	606	98.0	69.0
60601	Bread / dairy products	milk beverage	milk beverage	P060601013	6	606	98.0	75.0
60601	Bread / dairy products	milk beverage	milk beverage	P060601014	6	606	98.0	74.0
60601	Bread / dairy products	milk beverage	milk beverage	P060601015	6	606	100.0	71.0
60601	Bread / dairy products	milk beverage	milk beverage	P060601016	6	606	100.0	78.0
60601	Bread / dairy products	milk beverage	milk beverage	P060601017	6	606	100.0	75.0
60601	Bread / dairy products	milk beverage	milk beverage	P060601018	6	606	100.0	79.0
60601	Bread / dairy products	milk beverage	milk beverage	P060601019	6	606	120.0	89.0
60601	Bread / dairy products	milk beverage	milk beverage	P060601020	6	606	120.0	93.0
60601	Bread / dairy products	milk beverage	milk beverage	P060601021	6	606	125.0	91.0
60601	Bread / dairy products	milk beverage	milk beverage	P060601022	6	606	128.0	102.0
60601	Bread / dairy products	milk beverage	milk beverage	P060601023	6	606	128.0	100.0
60601	Bread / dairy products	milk beverage	milk beverage	P060601024	6	606	128.0	100.0
60601	Bread / dairy products	milk beverage	milk beverage	P060601025	6	606	128.0	94.0
60601	Bread / dairy products	milk beverage	milk beverage	P060601026	6	606	128.0	99.0
60601	Bread / dairy products	milk beverage	milk beverage	P060601027	6	606	128.0	97.0
60601	Bread / dairy products	milk beverage	milk beverage	P060601028	6	606	130.0	100.0
60601	Bread / dairy products	milk beverage	milk beverage	P060601029	6	606	140.0	104.0
60601	Bread / dairy products	milk beverage	milk beverage	P060601030	6	606	148.0	112.0
60601	Bread / dairy products	milk beverage	milk beverage	P060601031	6	606	148.0	109.0
60601	Bread / dairy products	milk beverage	milk beverage	P060601032	6	606	158.0	123.0
60601	Bread / dairy products	milk beverage	milk beverage	P060601033	6	606	158.0	122.0
60601	Bread / dairy products	milk beverage	milk beverage	P060601034	6	606	175.0	129.0
60601	Bread / dairy products	milk beverage	milk beverage	P060601035	6	606	180.0	142.0
60601	Bread / dairy products	milk beverage	milk beverage	P060601036	6	606	198.0	149.0
60601	Bread / dairy products	milk beverage	milk beverage	P060601037	6	606	198.0	154.0
60601	Bread / dairy products	milk beverage	milk beverage	P060601038	6	606	318.0	248.0
60601	Bread / dairy products	milk beverage	milk beverage	P060601039	6	606	348.0	247.0
60602	Bread / dairy products	milk beverage	Juice drink	P060602001	6	606	78.0	62.0
60602	Bread / dairy products	milk beverage	Juice drink	P060602002	6	606	78.0	55.0
60602	Bread / dairy products	milk beverage	Juice drink	P060602003	6	606	78.0	58.0
60602	Bread / dairy products	milk beverage	Juice drink	P060602004	6	606	78.0	57.0
60602	Bread / dairy products	milk beverage	Juice drink	P060602005	6	606	85.0	61.0
60602	Bread / dairy products	milk beverage	Juice drink	P060602006	6	606	98.0	74.0
60602	Bread / dairy products	milk beverage	Juice drink	P060602007	6	606	98.0	71.0
60602	Bread / dairy products	milk beverage	Juice drink	P060602008	6	606	98.0	70.0
60602	Bread / dairy products	milk beverage	Juice drink	P060602009	6	606	98.0	74.0
60602	Bread / dairy products	milk beverage	Juice drink	P060602010	6	606	98.0	76.0
60602	Bread / dairy products	milk beverage	Juice drink	P060602011	6	606	98.0	71.0
60602	Bread / dairy products	milk beverage	Juice drink	P060602012	6	606	98.0	71.0
60602	Bread / dairy products	milk beverage	Juice drink	P060602013	6	606	98.0	69.0
60602	Bread / dairy products	milk beverage	Juice drink	P060602014	6	606	98.0	73.0
60602	Bread / dairy products	milk beverage	Juice drink	P060602015	6	606	98.0	75.0
60602	Bread / dairy products	milk beverage	Juice drink	P060602016	6	606	100.0	73.0
60602	Bread / dairy products	milk beverage	Juice drink	P060602017	6	606	118.0	89.0
60602	Bread / dairy products	milk beverage	Juice drink	P060602018	6	606	118.0	90.0
60602	Bread / dairy products	milk beverage	Juice drink	P060602019	6	606	118.0	88.0
60602	Bread / dairy products	milk beverage	Juice drink	P060602020	6	606	118.0	92.0
60602	Bread / dairy products	milk beverage	Juice drink	P060602021	6	606	120.0	91.0
60602	Bread / dairy products	milk beverage	Juice drink	P060602022	6	606	128.0	95.0
60602	Bread / dairy products	milk beverage	Juice drink	P060602023	6	606	148.0	118.0
60602	Bread / dairy products	milk beverage	Juice drink	P060602024	6	606	178.0	133.0
60602	Bread / dairy products	milk beverage	Juice drink	P060602025	6	606	178.0	128.0
60602	Bread / dairy products	milk beverage	Juice drink	P060602026	6	606	378.0	283.0
60603	Bread / dairy products	milk beverage	others	P060603001	6	606	68.0	48.0
60603	Bread / dairy products	milk beverage	others	P060603002	6	606	80.0	64.0
60603	Bread / dairy products	milk beverage	others	P060603003	6	606	98.0	74.0
60603	Bread / dairy products	milk beverage	others	P060603004	6	606	145.0	115.0
60603	Bread / dairy products	milk beverage	others	P060603005	6	606	148.0	110.0
60603	Bread / dairy products	milk beverage	others	P060603006	6	606	168.0	129.0
60603	Bread / dairy products	milk beverage	others	P060603007	6	606	198.0	143.0
60701	Bread / dairy products	dessert	Pudding	P060701001	6	607	98.0	78.0
60701	Bread / dairy products	dessert	Pudding	P060701002	6	607	98.0	77.0
60701	Bread / dairy products	dessert	Pudding	P060701003	6	607	100.0	71.0
60701	Bread / dairy products	dessert	Pudding	P060701004	6	607	130.0	98.0
60701	Bread / dairy products	dessert	Pudding	P060701005	6	607	130.0	96.0
60701	Bread / dairy products	dessert	Pudding	P060701006	6	607	158.0	113.0
60701	Bread / dairy products	dessert	Pudding	P060701007	6	607	158.0	115.0
60702	Bread / dairy products	dessert	Yogurt	P060702001	6	607	88.0	65.0
60702	Bread / dairy products	dessert	Yogurt	P060702002	6	607	88.0	66.0
60702	Bread / dairy products	dessert	Yogurt	P060702003	6	607	88.0	63.0
60702	Bread / dairy products	dessert	Yogurt	P060702004	6	607	88.0	63.0
60702	Bread / dairy products	dessert	Yogurt	P060702005	6	607	88.0	68.0
60702	Bread / dairy products	dessert	Yogurt	P060702006	6	607	88.0	67.0
60702	Bread / dairy products	dessert	Yogurt	P060702007	6	607	88.0	67.0
60702	Bread / dairy products	dessert	Yogurt	P060702008	6	607	88.0	64.0
60702	Bread / dairy products	dessert	Yogurt	P060702009	6	607	88.0	67.0
60702	Bread / dairy products	dessert	Yogurt	P060702010	6	607	88.0	68.0
60702	Bread / dairy products	dessert	Yogurt	P060702011	6	607	88.0	65.0
60702	Bread / dairy products	dessert	Yogurt	P060702012	6	607	100.0	73.0
60702	Bread / dairy products	dessert	Yogurt	P060702013	6	607	100.0	79.0
60702	Bread / dairy products	dessert	Yogurt	P060702014	6	607	108.0	83.0
60702	Bread / dairy products	dessert	Yogurt	P060702015	6	607	108.0	79.0
60702	Bread / dairy products	dessert	Yogurt	P060702016	6	607	118.0	84.0
60702	Bread / dairy products	dessert	Yogurt	P060702017	6	607	118.0	89.0
60702	Bread / dairy products	dessert	Yogurt	P060702018	6	607	128.0	102.0
60702	Bread / dairy products	dessert	Yogurt	P060702019	6	607	128.0	92.0
60702	Bread / dairy products	dessert	Yogurt	P060702020	6	607	138.0	105.0
60702	Bread / dairy products	dessert	Yogurt	P060702021	6	607	143.0	101.0
60702	Bread / dairy products	dessert	Yogurt	P060702022	6	607	148.0	113.0
60702	Bread / dairy products	dessert	Yogurt	P060702023	6	607	158.0	112.0
60702	Bread / dairy products	dessert	Yogurt	P060702024	6	607	188.0	146.0
60702	Bread / dairy products	dessert	Yogurt	P060702025	6	607	198.0	156.0
60702	Bread / dairy products	dessert	Yogurt	P060702026	6	607	198.0	149.0
60702	Bread / dairy products	dessert	Yogurt	P060702027	6	607	210.0	150.0
60703	Bread / dairy products	dessert	jelly	P060703001	6	607	98.0	76.0
60703	Bread / dairy products	dessert	jelly	P060703002	6	607	98.0	76.0
60703	Bread / dairy products	dessert	jelly	P060703003	6	607	98.0	73.0
60703	Bread / dairy products	dessert	jelly	P060703004	6	607	118.0	85.0
60703	Bread / dairy products	dessert	jelly	P060703005	6	607	118.0	92.0
60703	Bread / dairy products	dessert	jelly	P060703006	6	607	118.0	88.0
60703	Bread / dairy products	dessert	jelly	P060703007	6	607	118.0	89.0
60703	Bread / dairy products	dessert	jelly	P060703008	6	607	118.0	86.0
60703	Bread / dairy products	dessert	jelly	P060703009	6	607	120.0	92.0
60703	Bread / dairy products	dessert	jelly	P060703010	6	607	148.0	116.0
60703	Bread / dairy products	dessert	jelly	P060703011	6	607	148.0	107.0
60703	Bread / dairy products	dessert	jelly	P060703012	6	607	148.0	118.0
60703	Bread / dairy products	dessert	jelly	P060703013	6	607	148.0	105.0
60703	Bread / dairy products	dessert	jelly	P060703014	6	607	148.0	114.0
60703	Bread / dairy products	dessert	jelly	P060703015	6	607	148.0	112.0
60703	Bread / dairy products	dessert	jelly	P060703016	6	607	148.0	112.0
60703	Bread / dairy products	dessert	jelly	P060703017	6	607	148.0	104.0
60703	Bread / dairy products	dessert	jelly	P060703018	6	607	148.0	107.0
60703	Bread / dairy products	dessert	jelly	P060703019	6	607	148.0	116.0
60703	Bread / dairy products	dessert	jelly	P060703020	6	607	148.0	104.0
60703	Bread / dairy products	dessert	jelly	P060703021	6	607	148.0	112.0
60703	Bread / dairy products	dessert	jelly	P060703022	6	607	148.0	118.0
60703	Bread / dairy products	dessert	jelly	P060703023	6	607	148.0	113.0
60703	Bread / dairy products	dessert	jelly	P060703024	6	607	148.0	105.0
60703	Bread / dairy products	dessert	jelly	P060703025	6	607	148.0	115.0
60703	Bread / dairy products	dessert	jelly	P060703026	6	607	158.0	116.0
60703	Bread / dairy products	dessert	jelly	P060703027	6	607	158.0	122.0
60703	Bread / dairy products	dessert	jelly	P060703028	6	607	158.0	112.0
60704	Bread / dairy products	dessert	Other dessert	P060704001	6	607	198.0	154.0
60704	Bread / dairy products	dessert	Other dessert	P060704002	6	607	198.0	143.0
60704	Bread / dairy products	dessert	Other dessert	P060704003	6	607	198.0	151.0
60704	Bread / dairy products	dessert	Other dessert	P060704004	6	607	338.0	241.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801001	6	608	54.0	40.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801002	6	608	90.0	71.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801003	6	608	90.0	71.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801004	6	608	90.0	66.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801005	6	608	90.0	71.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801006	6	608	90.0	69.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801007	6	608	90.0	68.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801008	6	608	90.0	66.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801009	6	608	90.0	66.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801010	6	608	90.0	66.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801011	6	608	90.0	69.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801012	6	608	90.0	65.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801013	6	608	90.0	68.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801014	6	608	90.0	72.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801015	6	608	90.0	71.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801016	6	608	90.0	68.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801017	6	608	90.0	66.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801018	6	608	90.0	69.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801019	6	608	90.0	68.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801020	6	608	90.0	64.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801021	6	608	90.0	66.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801022	6	608	90.0	67.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801023	6	608	90.0	70.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801024	6	608	90.0	72.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801025	6	608	90.0	66.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801026	6	608	90.0	68.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801027	6	608	90.0	66.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801028	6	608	90.0	68.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801029	6	608	90.0	67.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801030	6	608	90.0	65.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801031	6	608	90.0	72.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801032	6	608	90.0	68.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801033	6	608	90.0	71.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801034	6	608	90.0	72.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801035	6	608	90.0	65.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801036	6	608	90.0	64.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801037	6	608	90.0	66.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801038	6	608	90.0	69.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801039	6	608	90.0	66.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801040	6	608	90.0	65.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801041	6	608	90.0	72.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801042	6	608	90.0	66.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801043	6	608	90.0	72.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801044	6	608	90.0	65.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801045	6	608	90.0	66.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801046	6	608	90.0	67.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801047	6	608	90.0	64.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801048	6	608	90.0	69.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801049	6	608	90.0	64.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801050	6	608	90.0	64.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801051	6	608	90.0	64.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801052	6	608	90.0	66.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801053	6	608	90.0	69.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801054	6	608	90.0	71.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801055	6	608	90.0	71.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801056	6	608	90.0	64.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801057	6	608	90.0	64.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801058	6	608	90.0	64.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801059	6	608	90.0	66.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801060	6	608	90.0	65.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801061	6	608	90.0	66.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801062	6	608	90.0	66.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801063	6	608	90.0	71.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801064	6	608	90.0	71.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801065	6	608	90.0	70.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801066	6	608	90.0	65.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801067	6	608	90.0	68.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801068	6	608	90.0	69.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801069	6	608	90.0	64.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801070	6	608	90.0	70.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801071	6	608	90.0	66.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801072	6	608	90.0	69.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801073	6	608	90.0	70.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801074	6	608	90.0	65.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801075	6	608	90.0	66.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801076	6	608	90.0	67.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801077	6	608	90.0	66.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801078	6	608	90.0	69.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801079	6	608	90.0	69.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801080	6	608	90.0	71.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801081	6	608	90.0	64.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801082	6	608	90.0	67.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801083	6	608	90.0	66.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801084	6	608	90.0	64.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801085	6	608	90.0	68.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801086	6	608	90.0	64.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801087	6	608	90.0	65.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801088	6	608	90.0	65.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801089	6	608	90.0	65.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801090	6	608	90.0	63.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801091	6	608	90.0	64.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801092	6	608	90.0	64.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801093	6	608	90.0	70.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801094	6	608	90.0	71.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801095	6	608	90.0	71.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801096	6	608	90.0	70.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801097	6	608	90.0	70.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801098	6	608	90.0	72.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801099	6	608	90.0	71.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801100	6	608	90.0	66.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801101	6	608	90.0	70.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801102	6	608	90.0	69.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801103	6	608	100.0	75.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801104	6	608	135.0	105.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801105	6	608	135.0	107.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801106	6	608	135.0	104.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801107	6	608	135.0	105.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801108	6	608	135.0	106.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801109	6	608	225.0	172.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801110	6	608	225.0	171.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801111	6	608	225.0	163.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801112	6	608	225.0	175.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801113	6	608	225.0	169.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801114	6	608	225.0	176.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801115	6	608	225.0	167.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801116	6	608	225.0	164.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801117	6	608	225.0	170.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801118	6	608	225.0	171.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801119	6	608	225.0	160.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801120	6	608	285.0	200.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801121	6	608	315.0	241.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801122	6	608	342.0	241.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801123	6	608	342.0	266.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801124	6	608	342.0	246.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801125	6	608	342.0	260.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801126	6	608	342.0	257.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801127	6	608	350.0	257.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801128	6	608	450.0	331.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801129	6	608	450.0	331.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801130	6	608	450.0	337.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801131	6	608	450.0	336.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801132	6	608	450.0	356.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801133	6	608	495.0	351.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801134	6	608	495.0	363.0
60801	Bread / dairy products	Cold confectionery	Personal ice	P060801135	6	608	540.0	420.0
60802	Bread / dairy products	Cold confectionery	Premium ice	P060802001	6	608	270.0	195.0
60802	Bread / dairy products	Cold confectionery	Premium ice	P060802002	6	608	270.0	195.0
60802	Bread / dairy products	Cold confectionery	Premium ice	P060802003	6	608	270.0	200.0
60802	Bread / dairy products	Cold confectionery	Premium ice	P060802004	6	608	270.0	210.0
60802	Bread / dairy products	Cold confectionery	Premium ice	P060802005	6	608	270.0	195.0
60802	Bread / dairy products	Cold confectionery	Premium ice	P060802006	6	608	270.0	200.0
60802	Bread / dairy products	Cold confectionery	Premium ice	P060802007	6	608	270.0	201.0
60802	Bread / dairy products	Cold confectionery	Premium ice	P060802008	6	608	270.0	206.0
60802	Bread / dairy products	Cold confectionery	Premium ice	P060802009	6	608	270.0	205.0
60802	Bread / dairy products	Cold confectionery	Premium ice	P060802010	6	608	270.0	200.0
60802	Bread / dairy products	Cold confectionery	Premium ice	P060802011	6	608	270.0	205.0
60802	Bread / dairy products	Cold confectionery	Premium ice	P060802012	6	608	270.0	191.0
